fire_name,county,cost,burnt_acres,startDate,finishDate,latitude,longitude,injuries,destroyedStructures,threatenedStructures,airtankers,dozers,fireEngines,firePersonnel,fireCrews,helicopters,waterTenders,meanTemp,maxTemp,minTemp,dewPoint,avgHumidity,maxHumidity,minHumidity,fire,maxWind
Bernardo Fire Incident Information: ,San Diego,,1548,5/13/14 11:00,5/17/14 20:14,35.66609489,-117.3460931,3,,50,,,,211,4,,,,86,50,,,,,1,0
Miguelito Fire Incident Information: ,Santa Barbara,,632,5/13/14 14:00,5/19/14 09:20,34.92187194,-120.2810503,,,1200,,1,10,548,10,1,3,70,93,46,27,24,54,7,1,34
Highway Fire Incident Information: ,San Diego,,380,5/14/14 13:00,5/15/14 18:30,33.198374,-117.1236502,,,,,,,,,,,84,100,70,19,11,22,4,1,34
Tomahawk Fire Incident Information: ,San Diego,,5367,5/14/14 09:45,5/19/14 09:20,33.3700162,-117.2598064,,,,,,,,,,,84,100,70,19,11,22,4,1,34
Fiddler Fire Incident Information: ,Shasta,,50,5/14/14 14:00,5/15/14 11:30,37.43101468,-123.1578823,,,,,,,,,,,66,77,54,46,46,68,24,1,26
Cocos Fire Incident Information: ,San Diego,,1995,5/14/14 16:00,5/22/14 18:15,33.1187672,-117.1646914,3,40,,,1,21,514,13,,2,84,100,70,19,11,22,4,1,34
Freeway Fire  Incident Information: ,San Diego,,56,5/14/14 17:43,5/20/14 11:30,33.3700162,-117.2598064,,,,,,,,,,,84,100,70,19,11,22,4,1,34
River Fire Incident Information: ,San Diego,,105,5/14/14 12:12,5/19/14 09:20,33.2508495,-117.3001559,,,,,,,,,,,84,100,70,19,11,22,4,1,34
Pulgas Fire Incident Information: ,San Diego,,14416,5/15/14 14:45,5/21/14 17:00,33.53936871,-118.6843786,,,,,,,,,,,86,93,81,12,7,10,5,1,21
Poinsettia Fire Incident Information: ,San Diego,,600,5/14/14 10:30,5/17/14 00:00,33.1164669,-117.2633876,,,,,,,,,,,84,100,70,19,11,22,4,1,34
San Mateo Fire Incident Information: ,San Diego,,1457,5/16/14 11:24,5/20/14 23:30,33.4531424,-117.5631094,,,,,,,,,,,73,99,48,37,32,66,8,1,23
Indian Fire Incident Information: ,Lake,,175,5/25/14 12:20,5/26/14 08:45,39.0262841,-122.6719304,,,,,,,,,,,73,97,48,45,51,86,15,1,37
Hunters Fire Incident Information: ,Mariposa,,677,5/26/14 15:33,6/2/14 18:30,38.39857866,-120.2969855,9,3,,,,2,32,2,,,72,91,54,46,47,82,17,1,16
Lake Fire Incident Information: ,Stanislaus,,37,5/27/14 11:23,5/29/14 08:45,37.6483904,-120.4921857,,,,,,,,,,,73,93,54,34,31,51,10,1,35
59 Fire Incident Information: ,Tuolumne,,487,6/4/14 11:45,6/5/14 20:00,37.7354426,-120.3839017,,,,,,,,,,,77,95,57,46,42,67,17,1,24
Santa Fire Incident Information: ,Riverside,,14,6/4/14 15:18,6/4/14 16:30,33.5433496,-117.2694553,,,,,,,,,,,66,86,46,48,51,86,24,1,24
Hetch Hetchy Fire Incident Information: ,Tuolumne,,269,6/5/14 13:04,6/6/14 09:30,37.7346199,-120.209833,,,,,,,,,,,79,99,61,45,34,52,15,1,26
Bogart Fire Incident Information: ,Riverside,,31,6/6/14 17:32,6/7/14 19:00,33.9814787,-116.9516223,,,,,,1,51,1,,,68,81,55,55,68,93,42,1,27
Valley Fire Incident Information: ,Mariposa,,90,6/6/14 17:29,6/8/14 19:45,37.79126355,-121.1468027,,,40,,5,15,356,12,4,,72,86,55,50,58,86,29,1,32
Morgan Fire Incident Information: ,Fresno,,40,6/9/14 15:15,6/11/14 07:30,36.7796672,-119.7481117,4,1,,,,,,,,,91,109,73,48,29,50,7,1,21
Haigh Fire Incident Information: ,Mariposa,,130,6/10/14 15:11,6/13/14 18:30,37.58791714,-120.3498105,1,0,,,1,,10,,,4,84,102,66,52,39,58,19,1,32
Norman Fire Incident Information: ,Solano,,70,6/12/14 14:29,6/13/14 08:00,38.18976646,-122.1373241,,,,,,,,,,,64,75,54,52,66,93,38,1,40
Tehama Fire Incident Information: ,Tehama,,225,6/13/14 12:23,6/13/14 13:50,40.0006884,-122.4580469,,,,,,,,,,,72,86,57,37,34,59,12,1,34
Stoney Fire Incident Information: ,Monterey,,4840,6/19/14 15:14,6/21/14 19:00,34.79427617,-120.9820581,,,,,,,,,,,61,72,52,50,73,88,53,1,35
Reed Fire Incident Information: ,Calaveras,,120,6/20/14 15:27,6/21/14 19:00,37.69989647,-120.9006937,,,,,,,,,,,77,99,55,43,33,53,13,1,27
Oak Fire Incident Information: ,Calaveras,,85,6/22/14 12:37,6/24/14 19:00,35.18638264,-120.9639911,1,1,,,,,,,,,,57,48,,,,,1,0
Curie Fire Incident Information: ,Santa Clara,,125,6/30/14 14:10,7/1/14 08:30,37.29649926,-121.8987177,,,,,,,,,,,70,84,55,54,64,100,35,1,37
Butts Fire Incident Information: ,Napa,,4300,7/1/14 12:08,7/9/14 18:00,38.34697174,-122.5455116,4,9,,,,,0,,,,63,72,54,55,80,93,66,1,40
Ranch Fire Incident Information: ,Kern,,70,7/1/14 18:15,7/6/14 08:30,35.7382847,-118.5573098,,,,,,,,,,,90,106,73,46,26,39,12,1,29
Modoc Lightning Complex Incident Information: ,Modoc,,1651,7/1/14 19:00,7/3/14 10:30,39.35378631,-118.8599115,,,,,,,,,,,79,102,57,28,18,39,7,1,23
West Fire Incident Information: ,Trinity,,15,7/1/14 03:45,7/3/14 10:45,40.5526961,-123.1882603,,,,,,,,,,,79,102,55,45,35,67,9,1,13
Banner Fire Incident Information: ,San Diego,,217,7/3/14 10:43,7/6/14 09:15,33.0772729,-116.5334431,4,3,,,,5,91,4,,,77,99,55,45,38,65,10,1,34
Gulch Fire Incident Information: ,Modoc,,5,7/3/14 15:46,7/7/14 07:00,37.92299977,-119.8572427,,,,,,17,427,8,2,4,63,84,43,28,28,56,7,1,27
Monticello Fire Incident Information: ,Yolo,,6488,7/4/14 21:32,7/12/14 18:00,38.6097407,-122.254045,5,,,,,2,87,,,,63,75,50,54,79,100,57,1,34
Cassel Fire Incident Information: ,Shasta,,75,7/5/14 18:44,7/8/14 18:30,37.00261946,-122.4373468,,,,,1,3,108,5,,2,55,59,54,54,91,100,82,1,21
Interlake Fire Incident Information: ,Monterey,,47,7/7/14 16:12,7/8/14 18:30,36.29761403,-120.8629122,,,,,,,,,,,,,,,,,,1,0
Hutto Fire Incident Information: ,Nevada,,38,7/7/14 16:35,7/8/14 06:56,39.1888756,-121.2703181,,,,,,,,,,,84,97,73,43,26,36,11,1,14
Dry Fire Incident Information: ,Shasta,,143,7/9/14 13:45,7/10/14 07:30,40.6387822,-122.2400385,,,,,,,,,,,81,100,63,48,39,73,12,1,11
Bible Fire Incident Information: ,El Dorado,,30,7/9/14 14:34,7/9/14 16:45,38.558943,-120.726158,,,,,,,,,,,81,91,70,52,39,53,23,1,14
Bully Fire Incident Information: ,Shasta,,12661,7/11/14 15:37,7/26/14 20:00,40.4394192,-122.6608798,21,20,0,,,,,,,,79,91,64,46,37,56,16,1,14
Nicolls Fire  Incident Information: ,Kern,,1680,7/11/14 13:46,7/21/14 14:45,35.5068876,-118.2061158,,,,,,,,,,,,100,63,,,,,1,0
Marsh Fire Incident Information: ,Contra Costa,,80,7/11/14 21:57,7/12/14 18:00,37.9895958,-122.1698918,,,,,,,,,,,66,73,59,55,72,87,57,1,35
Wildlife Fire Incident Information: ,Butte,,72,7/14/14 18:00,7/16/14 08:00,39.4980352,-121.5862129,,,,,,,,,,,88,106,72,55,37,63,17,1,24
Iowa Fire Incident Information: ,Placer,,14,7/21/14 14:49,7/22/14 18:00,38.11530837,-118.8887684,,,,,,,,,,,61,79,45,43,54,89,27,1,23
Sabina Fire Incident Information: ,Riverside,,78,7/23/14 10:47,7/24/14 09:00,33.44509441,-117.6445789,,,,,,,,,,,73,95,52,54,49,80,27,1,0
Gun Club Fire Incident Information: ,Merced,,300,7/24/14 12:06,7/25/14 09:15,37.2313875,-120.9055586,,,,,,,,,,,75,93,57,55,58,88,26,1,39
Sand Fire Incident Information: ,Amador,,4240,7/25/14 16:34,8/2/14 19:15,38.4818797,-120.8448132,2,67,,,,3,40,1,,1,81,95,66,45,29,46,14,1,14
El Portal Fire Incident Information: ,Mariposa,,4689,7/26/14 17:00,8/10/14 08:15,37.6600469,-119.8525243,,,,,,,,,,,,,,,,,,1,0
French Fire Incident Information: ,Madera,,13838,7/28/14 05:45,7/28/14 14:30,37.00472795,-120.222773,,,,,,,,,,,90,99,79,46,28,42,13,1,19
Web Fire Incident Information: ,Butte,,389,7/28/14 13:11,8/1/14 17:30,37.13784785,-120.6130798,4,,,4,5,46,835,29,1,13,84,99,70,46,35,57,13,1,14
Day Fire Incident Information: ,Modoc,,13153,7/30/14 19:01,8/13/14 07:00,34.0836998,-117.7153289,7,6,,,2,20,297,7,2,4,77,95,61,59,53,84,32,1,24
Lodge Lightning Complex Incident Information: ,Mendocino,,12536,7/30/14 06:27,9/9/14 19:30,39.53202062,-122.907856,15,,,,,,,,,,84,106,63,43,34,60,7,1,27
Siskiyou County Lightning Fires Incident Information: ,Siskiyou,,30,7/29/14 13:00,8/2/14 11:00,40.97698159,-122.1590968,,,,,,,,,,,77,99,54,45,36,66,14,1,13
Bald Fire Incident Information: ,Shasta,,39736,7/30/14 20:15,8/15/14 14:00,40.67830636,-121.6278546,,,,,,,,,,,88,106,70,48,29,44,14,1,29
McClellan Fire Incident Information: ,Humboldt,,37,8/1/14 15:47,8/2/14 08:00,40.4769416,-123.7155966,,,,,,,,,,,57,64,54,,,,,1,0
Eiler Fire Incident Information: ,Shasta,,32416,7/31/14 18:04,8/25/14 10:00,40.6860027,-121.418957,11,21,,,,8,78,1,,4,,,,,,,,1,0
Oregon Gulch Fire (part of the Beaver Complex) Incident Information: ,Siskiyou,,35302,7/30/14 23:00,8/18/14 09:45,39.329045,-121.6703204,,,,,,,,,,,84,99,70,52,33,55,18,1,16
Coffee Fire Incident Information: ,Shasta,,6258,7/30/14 20:30,11/14/14 13:00,38.54697607,-120.1545002,,,,,,,,,,,63,81,45,43,54,82,21,1,19
Little Deer Fire Incident Information: ,Siskiyou,,5503,7/31/14 17:45,8/18/14 10:00,39.90948484,-123.0347407,,,,,,,,,,,,,,,,,,1,0
Beaver Fire Incident Information: ,Siskiyou,,32496,7/30/14 00:00,9/2/14 13:00,38.6717639,-121.349863,,,,,,,,,,,84,99,70,46,26,43,16,1,14
July Complex Incident Information: ,Siskiyou,,50042,8/2/14 09:00,8/6/14 10:00,40.47030119,-121.5516369,,,,,,,,,,,86,104,68,39,28,51,4,1,29
Little Fire Incident Information: ,Modoc,,101,8/12/14 15:00,8/13/14 06:15,35.81469308,-119.6977286,,,,,,,,,,,84,100,70,52,33,47,20,1,23
Happy Camp Complex Incident Information: ,Siskiyou,,,8/11/14 22:00,8/14/14 09:30,41.7924649,-123.3799527,,,,,,,,,,,,,,,,,,1,0
Shoemaker Fire Incident Information: ,Los Angeles,,190,8/14/14 12:48,12/12/14 14:00,34.1364339,-117.8624841,,,,,,,,,,,73,91,57,61,63,93,38,1,26
Border Fire Incident Information: ,San Diego,,20,8/16/14 16:22,8/17/14 07:45,39.06083063,-117.895003,,,,,,,,,,,,,,,,,,1,0
Tecolote Fire Incident Information: ,Los Angeles,,274,8/17/14 14:30,12/12/14 13:30,33.68200039,-118.1094956,,,,,,,,,,,75,95,57,54,50,81,24,1,24
Junction Fire Incident Information: ,Madera,,612,8/18/14 13:50,8/25/14 08:25,37.3335501,-119.6491756,3,47,,,2,7,188,6,,3,86,100,70,45,30,51,9,1,21
Boca Fire Incident Information: ,Nevada,,84,8/18/14 10:00,8/19/14 16:45,39.3829915,-120.0860965,,,,,,,,,,,72,79,64,25,20,29,11,1,21
Way Fire Incident Information: ,Kern,,4045,8/18/14 14:30,8/27/14 18:00,34.93737815,-118.8177616,,,,,,,,,,,86,100,72,43,28,47,9,1,26
Dark Hole Fire Incident Information: ,Mariposa,,1080,7/17/14 01:00,8/20/14 19:00,37.8264309,-119.5957336,,,,,,,,,,,66,84,52,48,63,86,24,1,35
South Napa Earthquake Incident Information: ,Napa,,6,8/24/14 03:20,8/31/14 18:00,38.2986178,-122.2864419,,,,,,,,,,,66,77,55,55,73,100,46,1,35
Oregon Fire Incident Information: ,Trinity,,580,8/24/14 16:36,8/28/14 19:00,40.35304784,-123.2660679,2,1,,,,3,46,82,,,70,91,50,37,36,66,12,1,24
Pines Fire Incident Information: ,Madera,,10,8/26/14 16:23,12/12/14 13:45,37.3145262,-119.5418856,,,,,,,,,,,79,93,64,52,47,73,21,1,24
Casa Fire Incident Information: ,Santa Clara,,80,8/28/14 15:10,8/31/14 08:15,37.43948465,-121.5931828,,,,,,,,,,,72,88,55,59,80,100,40,1,37
Leopard Fire Incident Information: ,Shasta,,25,8/29/14 12:21,8/29/14 13:15,40.4857431,-122.146932,,,,,,,,,,,81,93,70,52,37,60,16,1,24
Interstate Fire Incident Information: ,Riverside,,25,9/1/14 14:03,9/1/14 22:00,33.95336643,-117.5605074,,,,,,,,,,,73,91,57,61,80,100,34,1,24
Saratoga Fire Incident Information: ,Lake,,100,9/3/14 16:03,9/5/14 18:30,39.16296,-122.917445,,,,,,,,,,,75,99,54,52,57,93,20,1,23
Jackson Fire Incident Information: ,Tuolumne,,70,9/4/14 11:51,9/5/14 09:15,37.90250812,-120.0507798,,,,,,,,,,,73,91,57,45,39,63,18,1,16
Bridge Fire Incident Information: ,Mariposa,,300,9/5/14 12:39,9/12/14 09:00,37.4326014,-119.7312034,3,,,,,,,,,,79,97,59,54,47,78,16,1,16
Meadow Fire Incident Information: ,Mariposa,,4772,8/16/14 00:00,12/12/14 13:45,37.7263152,-119.5276605,,,,,,,,,,,63,84,41,27,29,70,8,1,40
Montgomery Fire Incident Information: ,Mariposa,,79,9/7/14 16:46,9/9/14 19:45,38.32898185,-120.3887643,,,,,,,,,,,75,95,57,37,32,55,8,1,14
Gulch Fire Incident Information: ,Shasta,,1375,9/10/14 00:30,9/16/14 09:30,40.7562279,-122.0968406,4,4,,,,7,169,4,,2,70,95,46,28,26,50,7,1,14
Stage Coach Fire Incident Information: ,Napa,,27,9/11/14 15:14,9/15/14 14:20,38.6097407,-122.254045,,,,,,,,,,,72,90,52,55,63,100,26,1,23
Bald Hill 3 Fire Incident Information: ,Humboldt,,210,9/12/14 15:00,9/15/14 11:00,41.0491723,-123.6770485,,,,,,,,,,,54,64,45,48,93,100,65,1,11
Black Fire Incident Information: ,Mendocino,,403,9/13/14 15:48,9/17/14 16:10,39.254168,-123.1484806,3,11,,,,1,15,,,,79,100,57,39,37,62,11,1,24
King Fire Incident Information: ,El Dorado,,97717,9/13/14 16:32,10/9/14 17:20,38.7612923,-120.5865935,12,80,,,,,,,,,84,97,72,41,23,33,14,1,21
Silverado Fire Incident Information: ,Orange,,968,9/12/14 10:30,9/22/14 15:00,33.85108589,-117.7093631,,,,,,,,,,,79,97,59,57,51,81,27,1,23
Dog Bar Fire Incident Information: ,Nevada,,247,9/13/14 14:07,9/18/14 18:45,38.4241144,-120.4376912,,,,,,3,53,3,,1,79,95,63,37,25,39,11,1,13
Courtney Fire Incident Information: ,Madera,,320,9/14/14 13:36,9/22/14 07:15,37.45867351,-120.9082369,4,75,,,,4,90,2,,1,84,102,64,50,37,58,15,1,23
Boles Fire Incident Information: ,Siskiyou,,516,9/15/14 13:38,10/11/14 18:50,41.4226498,-122.3861269,1,172,101,,2,10,453,14,,,70,88,50,39,40,68,18,1,10
Irene Fire Incident Information: ,El Dorado,,94,9/14/14 09:15,9/17/14 18:45,38.5832424,-119.9796281,,,,,,,,,,,63,79,48,34,34,54,18,1,34
June Fire Incident Information: ,Inyo,,65,9/16/14 19:07,9/21/14 09:00,36.59581261,-118.4990741,,,,,,,,,,,,,,,,,,1,0
Nelson Fire Incident Information: ,Mendocino,,62,9/21/14 16:13,9/22/14 16:30,39.07042399,-122.9220086,,,,,,2,42,2,,,68,79,57,55,72,93,50,1,24
Cascade Fire Incident Information: ,El Dorado,,20,9/25/14 18:00,9/25/14 07:27,38.9499076,-120.1843551,,,,,,,,,,,50,55,45,45,87,93,69,1,21
Foothill Fire  Incident Information: ,Ventura,,25,9/29/14 19:35,9/30/14 15:00,34.2850137,-119.2273782,,,,,,,,,,,,81,55,,,,,1,0
Dog Rock Fire Incident Information: ,Mariposa,,311,10/7/14 15:05,10/12/14 18:00,37.40980963,-120.3759757,,,,,,,,,,,77,95,57,45,42,69,14,1,21
Applegate Fire Incident Information: ,Placer,,459,10/8/14 13:33,10/15/14 07:50,39.0017248,-120.9949426,2,10,,,,,,,,,75,90,63,37,28,45,14,1,19
Bane Fire Incident Information: ,San Bernardino,,48,10/16/14 14:34,10/17/14 18:15,33.9179635,-117.7245244,,,,,,,,,,,66,79,52,54,69,89,39,1,19
Round Fire Incident Information: ,Inyo,,7000,2/6/15 14:07,2/12/15 07:35,37.5579654,-118.6602287,4,45,,,1,7,100,6,,,57,81,34,12,28,52,3,1,47
Van Dyke Fire Incident Information: ,Mono,,509,2/6/15 16:52,2/20/15 19:00,38.2190315,-119.2409895,,,,,,,,,,,45,57,34,18,47,92,11,1,45
Stephens Fire Incident Information: ,Siskiyou,,200,2/24/15 12:15,3/2/15 09:00,38.71700656,-123.1364363,,,,,,,,,,,50,70,30,34,60,93,26,1,16
Ward Fire Incident Information: ,Plumas,,137,4/13/15 05:30,4/18/15 23:50,40.0754477,-120.8396752,,,,,,,,,,,,59,30,,,,,1,0
Highway Fire Incident Information: ,Riverside,,1049,4/18/15 18:12,4/24/15 07:30,33.8896049,-117.6413123,,,,,,4,54,3,,,61,82,37,37,44,75,19,1,24
Forebay Fire Incident Information: ,Merced,,275,5/11/15 10:26,5/11/15 12:15,37.06355228,-120.7814908,,,,,,,,,,,57,68,46,48,80,100,49,1,37
Christensen Fire Incident Information: ,Alameda,,242,5/28/15 17:00,5/28/15 10:30,37.51582396,-122.126264,,,,,,,,,,,66,81,54,50,58,83,33,1,27
Snow Fire Incident Information: ,Riverside,,25,6/5/15 13:32,6/5/15 19:00,34.00408109,-116.302737,,,,,,,,,,,,73,50,,,,,1,0
Harrison Fire Incident Information: ,Riverside,,80,6/1/15 10:16,6/5/15 16:32,33.5690591,-116.1808417,,,,,,,,,,,90,102,73,37,24,43,5,1,40
Site Fire Incident Information: ,Alameda,,300,6/5/15 20:22,6/6/15 07:15,37.7540634,-121.4533514,,,,,,,,,,,72,86,55,52,59,86,32,1,26
Oasis Fire Incident Information: ,Lake,,25,6/5/15 19:57,6/6/15 06:45,38.76600836,-123.0834591,,,,,,,,,,,64,77,50,52,66,89,43,1,26
FKU Lightning Fires Incident Information: ,Fresno,,45,6/5/15 17:00,6/6/15 20:00,37.0807823,-119.4854113,,,,,,,,,,,73,88,57,46,47,72,22,1,24
Fox Fire Incident Information: ,Mariposa,,25,6/7/15 12:06,6/9/15 09:00,37.48817648,-120.9416445,,,,,,5,60,2,,1,79,95,61,54,51,78,23,1,19
Riosa Fire Incident Information: ,Placer,,110,6/8/15 10:33,6/8/15 11:45,36.02518494,-120.7585026,,,,,,,,,,,,55,48,,,,,1,0
Garage Fire Incident Information: ,Napa,,36,6/9/15 15:23,6/10/15 09:45,38.6340091,-122.4515774,,,,4,2,9,103,2,2,2,68,82,54,55,70,100,39,1,45
Bald Fire Incident Information: ,Humboldt,,20,6/10/15 07:42,6/11/15 18:15,41.1920693,-123.9386779,,,,,2,12,195,10,,5,55,57,52,54,95,100,77,1,21
Saddle Fire  Incident Information: ,Trinity,,1542,6/10/15 15:00,6/29/15 09:00,40.6173635,-123.4525362,,,,,,,,,,,55,63,50,,,,,1,0
Pass Fire Incident Information: ,Kern,,67,6/15/15 15:46,6/15/15 18:45,34.35360757,-117.2672199,,,,,,,,,,,73,90,59,61,73,100,40,1,27
Chiles Fire Incident Information: ,Napa,,38,6/16/15 14:27,6/17/15 13:10,38.5354887,-122.3370672,,,,3,2,8,120,4,2,4,64,75,54,52,73,93,53,1,24
North Fire Incident Information: ,Amador,,60,6/16/15 16:42,6/17/15 06:45,38.3574401,-120.6943174,,,,,,,,,,,72,93,50,48,42,94,16,1,16
Fork Fire Incident Information: ,Tehama,,55,6/17/15 12:50,6/17/15 18:30,40.44564298,-122.4339245,,,,,,,,,,,70,93,48,36,32,66,9,1,14
Wildcat Fire Incident Information: ,San Diego,,171,6/17/15 17:03,6/19/15 17:45,32.9394452,-116.8730451,,,,,,,,,,,64,70,61,59,83,90,70,1,16
Lake Fire Incident Information: ,San Bernardino,,31359,6/17/15 15:52,8/1/15 22:15,34.2629606,-116.9090896,,,,,,,,,,,,82,54,,,,,1,0
Triangle Fire Incident Information: ,Mariposa,,60,6/18/15 12:03,6/19/15 20:05,37.5086374,-119.8641637,,,,,,,,,,,81,100,61,39,31,55,7,1,32
Collier Fire Incident Information: ,San Joaquin,,122,6/18/15 14:09,6/18/15 21:15,37.6387078,-121.4017783,,,,,,,,,,,61,66,54,52,72,86,58,1,40
Cook Fire Incident Information: ,Yuba,,158,6/18/15 13:07,6/22/15 11:45,39.2512566,-121.3136851,3,,,5,9,25,250,11,4,,79,90,68,41,27,40,12,1,23
Grapefruit Fire Incident Information: ,Riverside,,60,6/18/15 14:16,6/21/15 07:25,33.69173041,-117.5002837,,,,,,,,,,,72,91,52,57,74,100,28,1,26
Sky Fire Incident Information: ,Madera,,500,6/18/15 14:31,6/19/15 08:15,37.23871499,-120.4651136,,,,,,,,,,,81,100,61,39,31,55,7,1,32
Corrine Fire Incident Information: ,Madera,,920,6/18/15 21:00,6/25/15 18:45,36.89974486,-120.8177658,,3,,,2,,43,2,,2,64,84,46,52,67,100,29,1,35
Dixie Fire Incident Information: ,Lassen,,60,6/19/15 16:15,6/20/15 19:35,40.9682897,-120.8780699,,,,,,,,,,,64,84,45,36,44,76,12,1,32
Park Hill Fire Incident Information: ,San Luis Obispo,,1791,6/20/15 14:41,6/24/15 18:30,35.3751879,-120.4353774,4,25,,,,3,15,,,,79,104,52,37,34,62,6,1,29
Washington Fire Incident Information: ,Alpine,,,6/19/15 19:00,6/22/15 12:05,38.6937227,-119.7796826,,,,,,,,,,,66,84,50,12,13,33,5,1,19
Red Fire Incident Information: ,Madera,,135,6/21/15 12:08,6/23/15 18:25,36.93867652,-120.0131919,,,,,,,,,,,82,97,70,36,26,44,7,1,29
River Fire Incident Information: ,Ventura,,164,6/22/15 07:00,6/25/15 07:00,33.46274559,-118.4273375,,,,,,,,,,,72,79,68,45,42,63,22,1,16
Loma Fire Incident Information: ,Contra Costa,,533,6/24/15 16:15,6/25/15 09:00,37.9727433,-121.8216771,,,,,,,,,,,64,79,50,52,70,96,43,1,27
Calgrove Fire  Incident Information: ,Los Angeles,,415,6/24/15 13:22,6/26/15 17:00,33.405317,-118.6996353,,,,,,,,,,,68,75,61,52,58,76,34,1,16
Tesla Fire Incident Information: ,Alameda,,53,6/25/15 16:10,6/25/15 18:45,37.74997074,-121.7639015,,,,,,,,,,,81,100,61,48,46,78,13,1,27
Sterling Fire Incident Information: ,San Bernardino,,100,6/25/15 18:30,6/29/15 09:00,34.1560231,-117.2414958,,,,,,,,,,,72,90,54,57,62,93,34,1,23
Otay Fire Incident Information: ,San Diego,,80,6/26/15 16:06,6/26/15 22:15,32.6459854,-116.9678471,,,,,,,,,,,70,73,66,63,81,87,71,1,14
Pleasure Fire Incident Information: ,Napa,,19,6/27/15 12:51,6/28/15 18:00,38.5024189,-122.1986637,,,,,,,,,,,64,75,54,55,75,93,57,1,42
Covelo Fire Incident Information: ,Mendocino,,35,6/28/15 13:30,6/29/15 07:15,39.1647663,-123.1567602,,,,,,,,,,,77,91,63,54,49,73,25,1,29
Mesa Fire Incident Information: ,Santa Barbara,,211,6/29/15 13:11,6/29/15 17:05,34.7033697,-120.4705947,,,,,,,,,,,72,90,55,54,62,94,26,1,23
Highway Fire Incident Information: ,Santa Clara,,42,6/30/15 15:23,7/3/15 17:55,36.991182,-121.561169,,,,,,,,,,,81,99,63,55,51,77,21,1,34
Shinn Fire Incident Information: ,Lassen,,111,6/30/15 18:00,7/3/15 18:00,36.87524505,-120.3198585,,,,,,,,,,,91,106,75,54,30,44,16,1,21
Webb Fire Incident Information: ,Butte,,75,7/1/15 13:05,7/1/15 20:20,34.58814165,-120.3182407,,,,,,,,,,,79,95,61,48,47,72,11,1,23
Ione Fire Incident Information: ,Amador,,355,7/2/15 01:58,7/2/15 06:36,38.4824274,-121.0436805,,,,,2,13,,1,,5,86,97,75,46,27,50,16,1,23
Merwin Fire Incident Information: ,Riverside,,150,7/1/15 20:38,7/4/15 13:00,33.39684506,-117.6591858,,,,,,,,,,,79,90,70,61,54,73,29,1,21
Geary Fire Incident Information: ,Alameda,,45,7/2/15 04:40,7/3/15 20:00,37.5148824,-121.8311506,,,,,,,,,,,77,90,64,50,47,73,21,1,32
Buckaroo Fire Incident Information: ,El Dorado,,25,7/2/15 17:10,7/5/15 11:30,37.01860436,-120.9058467,,,,,,,,,,,72,82,61,57,69,94,35,1,34
Ranch Fire Incident Information: ,El Dorado,,35,7/3/15 09:28,7/5/15 11:30,37.25036121,-119.4456559,,,,,,,,,,,88,102,72,52,37,57,16,1,27
Black Fire Incident Information: ,Tehama,,170,7/4/15 16:33,7/4/15 20:15,39.7704037,-122.367428,,,,,,,,,,,86,99,75,61,41,57,25,1,23
Soda Fire Incident Information: ,Mendocino,,23,7/4/15 15:30,7/5/15 09:00,38.9991521,-123.3583845,,,,,,,,,,,82,102,64,55,48,73,23,1,26
Sky Fire Incident Information: ,Solano,,150,7/6/15 10:47,7/8/15 20:45,38.409667,-122.072117,,,,0,3,15,275,13,0,5,72,82,57,55,67,93,40,1,35
Keswick Fire Incident Information: ,Shasta,,18,7/7/15 12:34,7/8/15 16:30,34.4065972,-122.4702373,1,,,,,6,,2,,3,,,,,,,,1,0
Ascot Fire Incident Information: ,Solano,,40,7/10/15 13:36,7/10/15 17:00,38.1004662,-122.1608969,,,,2,2,5,70,2,1,2,66,75,57,55,71,93,49,1,29
Deer Fire Incident Information: ,San Luis Obispo,,95,7/10/15 12:41,7/15/15 07:00,35.7487222,-120.9331295,,,,,1,15,379,14,2,2,,57,50,,,,,1,0
Mill 2 Fire Incident Information: ,San Bernardino,,54,7/12/15 14:46,7/21/15 07:20,34.0783472,-117.0487863,,,,,,,,,,,72,88,54,57,62,97,34,1,27
Spider Fire Incident Information: ,Riverside,,21,7/12/15 13:52,7/12/15 19:48,33.56837143,-116.4630268,,,,,3,11,,2,1,2,,90,57,,,,,1,0
Mason Fire  Incident Information: ,Modoc,,43,7/9/15 15:00,7/13/15 11:00,37.84199847,-118.8585208,,,,,,,,,,,50,57,45,43,77,93,47,1,32
241 Fire Incident Information: ,Orange,,214,7/13/15 10:47,7/15/15 18:45,33.59902147,-117.7076427,,,,,,,,,,,72,88,54,55,58,89,29,1,26
Cooley Fire Incident Information: ,Siskiyou,,181,7/13/15 17:56,7/14/15 08:30,39.16144619,-123.2031387,,,,,,,,,,,72,84,57,54,62,86,37,1,26
Lake Fire Incident Information: ,San Diego,,25,7/16/15 11:30,7/17/15 15:15,34.49403519,-122.9511383,,,,,,,,,,,,,,,,,,1,0
Adventure Fire Incident Information: ,El Dorado,,100,7/16/15 14:05,7/17/15 21:00,36.85002587,-120.4032247,,,,4,2,21,,,2,3,84,100,66,48,38,63,13,1,24
North Fire Incident Information: ,San Bernardino,,4250,7/17/15 14:33,7/21/15 07:00,36.51837673,-117.9631561,,72,,,1,,215,4,,,,,,,,,,1,0
